,property,propertyLabel
1642,http://dbpedia.org/property/goldButton,gold button
1643,http://dbpedia.org/property/goldYear,gold year
1644,http://dbpedia.org/property/incomeYear,income year
1645,http://dbpedia.org/property/isin,ISIN
1646,http://dbpedia.org/property/netIncomeYear,net income year
1647,http://dbpedia.org/property/rubyButton,ruby button
1648,http://dbpedia.org/ontology/areaCode,area code
1649,http://dbpedia.org/ontology/isoCodeRegion,ISO region code
1650,http://dbpedia.org/ontology/revenueYear,year of reported revenue
1651,http://dbpedia.org/ontology/nearestCity,nearest city
1652,http://dbpedia.org/ontology/politicalLeader,political leader
1653,http://dbpedia.org/ontology/subsidiary,subsidiary
1654,http://dbpedia.org/property/caliber,caliber
1655,http://dbpedia.org/property/numLocationsYear,num locations year
1656,http://dbpedia.org/property/parents,parents
1657,http://dbpedia.org/property/alternativeSpelling,alternative spelling
1658,http://dbpedia.org/property/certday,certday
1659,http://dbpedia.org/property/derived,derived
1660,http://dbpedia.org/property/popularity,popularity
1661,http://dbpedia.org/ontology/parent,parent
1662,http://dbpedia.org/ontology/region,region
1663,http://dbpedia.org/property/sourceType,source type
1664,http://dbpedia.org/property/televisionSeries,television series
1665,http://dbpedia.org/property/alliances,alliances
1666,http://dbpedia.org/property/converted,converted
1667,http://dbpedia.org/property/film,film
1668,http://dbpedia.org/property/nocert,nocert
1669,http://dbpedia.org/property/refname,refname
1670,http://dbpedia.org/property/salesamount,salesamount
1671,http://dbpedia.org/property/characterName,character name
1672,http://dbpedia.org/property/others,others
1673,http://dbpedia.org/property/powers,powers
1674,http://dbpedia.org/ontology/recordedIn,recorded in
1675,http://dbpedia.org/property/specType,spec type
1676,http://dbpedia.org/property/adm,ADM
1677,http://dbpedia.org/property/atv,atv
1678,http://dbpedia.org/property/era,era
1679,http://dbpedia.org/property/films,films
1680,http://dbpedia.org/property/lyrics,lyrics
1681,http://dbpedia.org/property/soundtracks,soundtracks
1682,http://dbpedia.org/property/vgs,vgs
1683,http://dbpedia.org/property/comics,comics
1684,http://dbpedia.org/property/custom3link,custom3link
1685,http://dbpedia.org/property/custom4link,custom4link
1686,http://dbpedia.org/property/custom5link,custom5link
1687,http://dbpedia.org/property/custom6link,custom6link
1688,http://dbpedia.org/property/custom7link,custom7link
1689,http://dbpedia.org/property/custom8link,custom8link
1690,http://dbpedia.org/property/custom9link,custom9link
1691,http://dbpedia.org/property/nameDay,name day
1692,http://dbpedia.org/property/novels,novels
1693,http://dbpedia.org/property/otherdata,otherdata
1694,http://dbpedia.org/property/otherlabel,otherlabel
1695,http://dbpedia.org/property/photoSize,photo size
1696,http://dbpedia.org/property/currentowner,currentowner
1697,http://dbpedia.org/property/employeesYear,employees year
1698,http://dbpedia.org/property/expenses,expenses
1699,http://dbpedia.org/property/expensesYear,expenses year
1700,http://dbpedia.org/property/labelPosition,label position
1701,http://dbpedia.org/property/markets,markets
1702,http://dbpedia.org/property/previousowners,previousowners
1703,http://dbpedia.org/property/translation,translation
1704,http://dbpedia.org/property/producedby,producedby
1705,http://dbpedia.org/ontology/purpose,purpose
1706,http://dbpedia.org/ontology/leaderFunction,leaderFunction
1707,http://dbpedia.org/property/characters,characters
1708,http://dbpedia.org/property/medium,medium
1709,http://dbpedia.org/property/psm,PSM
1710,http://dbpedia.org/property/careerEnd,career end
1711,http://dbpedia.org/property/collapsible,collapsible
1712,http://dbpedia.org/property/cultCenter,cult center
1713,http://dbpedia.org/property/deityOf,deity of
1714,http://dbpedia.org/property/offspring,offspring
1715,http://dbpedia.org/property/scriptName,script name
1716,http://dbpedia.org/property/shuttle,shuttle
1717,http://dbpedia.org/property/source1Location,source1 location
1718,http://dbpedia.org/property/statlabel,statlabel
1719,http://dbpedia.org/property/statleague,statleague
1720,http://dbpedia.org/property/statvalue,statvalue
1721,http://dbpedia.org/property/tenSplit,ten split
1722,http://dbpedia.org/property/twentySplit,twenty split
1723,http://dbpedia.org/property/usNcesSchoolId,us nces school id
1724,http://dbpedia.org/property/vertical,vertical
1725,http://dbpedia.org/property/wonderlic,wonderlic
1726,http://dbpedia.org/property/zipcode,zipcode
1727,http://dbpedia.org/property/address,address
1728,http://dbpedia.org/property/builder,builder
1729,http://dbpedia.org/property/college,college
1730,http://dbpedia.org/property/compilation,Compilation
1731,http://dbpedia.org/property/conference,conference
1732,http://dbpedia.org/property/district,district
1733,http://dbpedia.org/property/draftpick,draftpick
1734,http://dbpedia.org/property/draftround,draftround
1735,http://dbpedia.org/property/draftyear,draftyear
1736,http://dbpedia.org/property/established,established
1737,http://dbpedia.org/property/heightIn,height in
1738,http://dbpedia.org/property/live,Live
1739,http://dbpedia.org/property/mascot,mascot
1740,http://dbpedia.org/property/musicVideos,Music videos
1741,http://dbpedia.org/property/nflnew,nflnew
1742,http://dbpedia.org/property/order,order
1743,http://dbpedia.org/property/pastteams,pastteams
1744,http://dbpedia.org/property/people,people
1745,http://dbpedia.org/property/singles,Singles
1746,http://dbpedia.org/property/soundtrack,Soundtrack
1747,http://dbpedia.org/property/weightLbs,weight lbs
1748,http://dbpedia.org/property/highSchool,high school
1749,http://dbpedia.org/property/hometown,hometown
1750,http://dbpedia.org/property/cv,CV
1751,http://dbpedia.org/property/accreditations,accreditations
1752,http://dbpedia.org/property/armSpan,arm span
1753,http://dbpedia.org/property/bench,bench
1754,http://dbpedia.org/property/broadFt,broad ft
1755,http://dbpedia.org/property/broadIn,broad in
1756,http://dbpedia.org/property/commitdate,commitdate
1757,http://dbpedia.org/property/coneDrill,cone drill
1758,http://dbpedia.org/property/currentTeam,current team
1759,http://dbpedia.org/property/cvgCv,CVG CV
1760,http://dbpedia.org/property/dash,dash
1761,http://dbpedia.org/property/disestablished,disestablished
1762,http://dbpedia.org/property/espn,espn
1763,http://dbpedia.org/property/feet,feet
1764,http://dbpedia.org/property/grades,grades
1765,http://dbpedia.org/property/handSpan,hand span
1766,http://dbpedia.org/property/highschool,highschool
1767,http://dbpedia.org/property/inches,inches
1768,http://dbpedia.org/property/mouth,mouth
1769,http://dbpedia.org/property/nfl,nfl
1770,http://dbpedia.org/property/openToPublic,open to public
1771,http://dbpedia.org/property/pastexecutive,pastexecutive
1772,http://dbpedia.org/property/pfr,pfr
1773,http://dbpedia.org/property/principal,Principal
1774,http://dbpedia.org/property/publicAccess,public access
1775,http://dbpedia.org/property/publication,publication
1776,http://dbpedia.org/property/recruit,recruit
1777,http://dbpedia.org/property/reestablished,reestablished
1778,http://dbpedia.org/property/rev1A,rev1 A
1779,http://dbpedia.org/property/rev2A,rev2 A
1780,http://dbpedia.org/property/rev2Cv,rev2 CV
1781,http://dbpedia.org/property/rev2Pc,rev2 PC
1782,http://dbpedia.org/property/rev4A,rev4 A
1783,http://dbpedia.org/property/rev5A,rev5 A
1784,http://dbpedia.org/property/rival,rival
1785,http://dbpedia.org/property/rivalsOverall,rivals overall
1786,http://dbpedia.org/property/rivalsRefTitle,rivals ref title
1787,http://dbpedia.org/property/rivalsStars,rivals stars
1788,http://dbpedia.org/property/rotoworld,rotoworld
1789,http://dbpedia.org/property/scoutOverall,scout overall
1790,http://dbpedia.org/property/scoutRefTitle,scout ref title
1791,http://dbpedia.org/property/scoutStars,scout stars
1792,http://dbpedia.org/ontology/numberOfStudents,number of students
1793,http://dbpedia.org/ontology/grades,grades
1794,http://dbpedia.org/ontology/highschool,highschool
1795,http://dbpedia.org/ontology/militaryService,military service
1796,http://dbpedia.org/ontology/rivalSchool,rival
1797,http://dbpedia.org/ontology/riverMouth,river mouth
1798,http://dbpedia.org/ontology/officialSchoolColour,official school colour
1799,http://dbpedia.org/ontology/state,state
1800,http://dbpedia.org/ontology/address,address
1801,http://dbpedia.org/ontology/draftPick,draft pick
1802,http://dbpedia.org/ontology/draftRound,draft round
1803,http://dbpedia.org/ontology/draftYear,draft year
1804,http://dbpedia.org/ontology/mascot,mascot
1805,http://dbpedia.org/ontology/synonym,synonym
1806,http://dbpedia.org/ontology/formerTeam,former team
1807,http://dbpedia.org/property/stat1label,stat1label
1808,http://dbpedia.org/property/stat1value,stat1value
1809,http://dbpedia.org/property/stat2label,stat2label
1810,http://dbpedia.org/property/stat2value,stat2value
1811,http://dbpedia.org/property/stat3label,stat3label
1812,http://dbpedia.org/property/stat3value,stat3value
1813,http://dbpedia.org/property/tba,TBA
1814,http://dbpedia.org/property/weightLb,weight lb
1815,http://dbpedia.org/property/establishedDate,established date
1816,http://dbpedia.org/property/establishedTitle,established title
1817,http://dbpedia.org/property/governmentType,government type
1818,http://dbpedia.org/property/imageFlag,image flag
1819,http://dbpedia.org/property/imageSeal,image seal
1820,http://dbpedia.org/property/labels,labels
1821,http://dbpedia.org/property/leader,leader
1822,http://dbpedia.org/property/piccap,piccap
1823,http://dbpedia.org/property/television,television
1824,http://dbpedia.org/property/2020c,2020c
1825,http://dbpedia.org/property/actend,actend
1826,http://dbpedia.org/property/actstart,actstart
1827,http://dbpedia.org/property/bbr,bbr
1828,http://dbpedia.org/property/careerNumber,career number
1829,http://dbpedia.org/property/careerPosition,career position
1830,http://dbpedia.org/property/draftPick,draft pick
1831,http://dbpedia.org/property/draftRound,draft round
1832,http://dbpedia.org/property/draftTeam,draft team
1833,http://dbpedia.org/property/draftYear,draft year
1834,http://dbpedia.org/property/extinctDate,extinct date
1835,http://dbpedia.org/property/extinctTitle,extinct title
1836,http://dbpedia.org/property/heightFootnote,height footnote
1837,http://dbpedia.org/property/hofPlayer,HOF player
1838,http://dbpedia.org/property/nba,nba
1839,http://dbpedia.org/property/picsize,picsize
1840,http://dbpedia.org/property/pub,pub
1841,http://dbpedia.org/property/range1Color,range1 color
1842,http://dbpedia.org/property/sealType,seal type
1843,http://dbpedia.org/ontology/populationAsOf,population as of
1844,http://dbpedia.org/property/commander1Label,commander1 label
1845,http://dbpedia.org/property/commander2Label,commander2 label
1846,http://dbpedia.org/property/commander3Label,commander3 label
1847,http://dbpedia.org/property/commander4Label,commander4 label
1848,http://dbpedia.org/property/commander5Label,commander5 label
1849,http://dbpedia.org/property/decorations,decorations
1850,http://dbpedia.org/property/gmaster,GMaster
1851,http://dbpedia.org/property/otherDevice,other device
1852,http://dbpedia.org/property/coachStart,coach start
1853,http://dbpedia.org/property/cteam,cteam
1854,http://dbpedia.org/property/cyears,cyears
1855,http://dbpedia.org/property/mawards,mawards
1856,http://dbpedia.org/property/opm,OPM
1857,http://dbpedia.org/ontology/honours,honours
1858,http://dbpedia.org/ontology/partner,partner
1859,http://dbpedia.org/ontology/fourthCommander,fourth commander
1860,http://dbpedia.org/ontology/garrison,garrison
1861,http://dbpedia.org/ontology/secondCommander,second commander
1862,http://dbpedia.org/ontology/thirdCommander,third commander
1863,http://dbpedia.org/property/stageTitles,stage titles
1864,http://dbpedia.org/property/sub,sub
1865,http://dbpedia.org/property/usg3ds,USG 3DS
1866,http://dbpedia.org/property/usgNs,USG NS
1867,http://dbpedia.org/property/vb3ds,VB 3DS
1868,http://dbpedia.org/property/vbWii,VB WII
1869,http://dbpedia.org/property/nav,nav
1870,http://dbpedia.org/property/concertTourName,concert tour name
1871,http://dbpedia.org/property/contentcss,contentcss
1872,http://dbpedia.org/property/current,current
1873,http://dbpedia.org/property/headercss,headercss
1874,http://dbpedia.org/property/lastTour,last tour
1875,http://dbpedia.org/property/nextTour,next tour
1876,http://dbpedia.org/property/numberOfLegs,number of legs
1877,http://dbpedia.org/property/numberOfShows,number of shows
1878,http://dbpedia.org/property/thisTour,this tour
1879,http://dbpedia.org/property/ns,NS
1880,http://dbpedia.org/property/3ds,3DS
1881,http://dbpedia.org/property/4p3ds,4P 3DS
1882,http://dbpedia.org/property/4pNs,4P NS
1883,http://dbpedia.org/property/currentIcon,current icon
1884,http://dbpedia.org/property/destructNs,Destruct NS
1885,http://dbpedia.org/property/destructWii,Destruct WII
1886,http://dbpedia.org/property/edgeWii,Edge WII
1887,http://dbpedia.org/property/egm3ds,EGM 3DS
1888,http://dbpedia.org/property/eurogNs,EuroG NS
1889,http://dbpedia.org/property/eurogWii,EuroG WII
1890,http://dbpedia.org/property/ezaNs,EZA NS
1891,http://dbpedia.org/property/famNs,Fam NS
1892,http://dbpedia.org/property/famWii,Fam WII
1893,http://dbpedia.org/property/g4Wii,G4 WII
1894,http://dbpedia.org/property/gamerev3ds,GameRev 3DS
1895,http://dbpedia.org/property/gi3ds,GI 3DS
1896,http://dbpedia.org/property/giWii,GI WII
1897,http://dbpedia.org/property/gradarWii,GRadar WII
1898,http://dbpedia.org/property/gspot3ds,GSpot 3DS
1899,http://dbpedia.org/property/gspotNs,GSpot NS
1900,http://dbpedia.org/property/gspotWii,GSpot WII
1901,http://dbpedia.org/property/gtWii,GT WII
1902,http://dbpedia.org/property/gtm3ds,GTM 3DS
1903,http://dbpedia.org/property/gtmWii,GTM WII
1904,http://dbpedia.org/property/hcg3ds,HCG 3DS
1905,http://dbpedia.org/property/hcgNs,HCG NS
1906,http://dbpedia.org/property/hyper3ds,Hyper 3DS
1907,http://dbpedia.org/property/ign3ds,IGN 3DS
1908,http://dbpedia.org/property/ignNs,IGN NS
1909,http://dbpedia.org/property/jxvNs,JXV NS
1910,http://dbpedia.org/property/mc3ds,MC 3DS
1911,http://dbpedia.org/property/mcNs,MC NS
1912,http://dbpedia.org/property/mcWii,MC WII
1913,http://dbpedia.org/property/ngWii,NG WII
1914,http://dbpedia.org/property/npWii,NP WII
1915,http://dbpedia.org/property/nwr3ds,NWR 3DS
1916,http://dbpedia.org/property/nwrNs,NWR NS
1917,http://dbpedia.org/property/nwrWii,NWR WII
1918,http://dbpedia.org/property/onmWii,ONM WII
1919,http://dbpedia.org/property/palgnWii,PALGN WII
1920,http://dbpedia.org/property/poly3ds,Poly 3DS
1921,http://dbpedia.org/property/rpg3ds,RPG 3DS
1922,http://dbpedia.org/property/rpgWii,RPG WII
1923,http://dbpedia.org/property/subscriberDate,subscriber date
1924,http://dbpedia.org/property/viewDate,view date
1925,http://dbpedia.org/property/1option,1Option
1926,http://dbpedia.org/property/1optionName,1Option name
1927,http://dbpedia.org/property/channelName,channel name
1928,http://dbpedia.org/property/other,Other
1929,http://dbpedia.org/property/psq,PSQ
1930,http://dbpedia.org/property/currentSeason,current season
1931,http://dbpedia.org/property/formerly,formerly
1932,http://dbpedia.org/ontology/currentSeason,
1933,http://dbpedia.org/property/sepDewPointC,Sep dew point C
1934,http://dbpedia.org/property/sepHumidity,Sep humidity
1935,http://dbpedia.org/property/sepSnowMm,Sep snow mm
1936,http://dbpedia.org/property/sepSun,Sep sun
1937,http://dbpedia.org/property/sepUv,Sep uv
1938,http://dbpedia.org/property/whs,WHS
1939,http://dbpedia.org/property/yearDewPointC,year dew point C
1940,http://dbpedia.org/property/yearHumidity,year humidity
1941,http://dbpedia.org/property/yearSnowMm,year snow mm
1942,http://dbpedia.org/property/yearSun,year sun
1943,http://dbpedia.org/property/context,context
1944,http://dbpedia.org/property/mapsize,mapsize
1945,http://dbpedia.org/property/mr,mr
1946,http://dbpedia.org/property/aprHighC,Apr high C
1947,http://dbpedia.org/property/aprLowC,Apr low C
1948,http://dbpedia.org/property/aprMeanC,Apr mean C
1949,http://dbpedia.org/property/aprPrecipitationDays,Apr precipitation days
1950,http://dbpedia.org/property/aprPrecipitationMm,Apr precipitation mm
1951,http://dbpedia.org/property/aprRecordHighC,Apr record high C
1952,http://dbpedia.org/property/aprRecordLowC,Apr record low C
1953,http://dbpedia.org/property/areaCodeType,area code type
1954,http://dbpedia.org/property/augHighC,Aug high C
1955,http://dbpedia.org/property/augLowC,Aug low C
1956,http://dbpedia.org/property/augMeanC,Aug mean C
1957,http://dbpedia.org/property/augPrecipitationDays,Aug precipitation days
1958,http://dbpedia.org/property/augPrecipitationMm,Aug precipitation mm
1959,http://dbpedia.org/property/augRecordHighC,Aug record high C
1960,http://dbpedia.org/property/augRecordLowC,Aug record low C
1961,http://dbpedia.org/property/blank1Info,blank1 info
1962,http://dbpedia.org/property/blank1Name,blank1 name
1963,http://dbpedia.org/property/criteria,Criteria
1964,http://dbpedia.org/property/decHighC,Dec high C
1965,http://dbpedia.org/property/decLowC,Dec low C
1966,http://dbpedia.org/property/decMeanC,Dec mean C
1967,http://dbpedia.org/property/decPrecipitationDays,Dec precipitation days
1968,http://dbpedia.org/property/decPrecipitationMm,Dec precipitation mm
1969,http://dbpedia.org/property/decRecordHighC,Dec record high C
1970,http://dbpedia.org/property/decRecordLowC,Dec record low C
1971,http://dbpedia.org/property/febHighC,Feb high C
1972,http://dbpedia.org/property/febLowC,Feb low C
1973,http://dbpedia.org/property/febMeanC,Feb mean C
1974,http://dbpedia.org/property/febPrecipitationDays,Feb precipitation days
1975,http://dbpedia.org/property/febPrecipitationMm,Feb precipitation mm
1976,http://dbpedia.org/property/febRecordHighC,Feb record high C
1977,http://dbpedia.org/property/febRecordLowC,Feb record low C
1978,http://dbpedia.org/property/hangul,hangul
1979,http://dbpedia.org/property/imageShield,image shield
1980,http://dbpedia.org/property/janHighC,Jan high C
1981,http://dbpedia.org/property/janLowC,Jan low C
1982,http://dbpedia.org/property/janMeanC,Jan mean C
1983,http://dbpedia.org/property/janPrecipitationDays,Jan precipitation days
1984,http://dbpedia.org/property/janPrecipitationMm,Jan precipitation mm
1985,http://dbpedia.org/property/janRecordHighC,Jan record high C
1986,http://dbpedia.org/property/janRecordLowC,Jan record low C
1987,http://dbpedia.org/property/julHighC,Jul high C
1988,http://dbpedia.org/property/julLowC,Jul low C
1989,http://dbpedia.org/property/julMeanC,Jul mean C
1990,http://dbpedia.org/property/julPrecipitationDays,Jul precipitation days
1991,http://dbpedia.org/property/julPrecipitationMm,Jul precipitation mm
1992,http://dbpedia.org/property/julRecordHighC,Jul record high C
1993,http://dbpedia.org/property/julRecordLowC,Jul record low C
1994,http://dbpedia.org/property/junHighC,Jun high C
1995,http://dbpedia.org/property/junLowC,Jun low C
1996,http://dbpedia.org/property/junMeanC,Jun mean C
1997,http://dbpedia.org/property/junPrecipitationDays,Jun precipitation days
1998,http://dbpedia.org/property/junPrecipitationMm,Jun precipitation mm
1999,http://dbpedia.org/property/junRecordHighC,Jun record high C
2000,http://dbpedia.org/property/junRecordLowC,Jun record low C
2001,http://dbpedia.org/property/leaderParty,leader party
2002,http://dbpedia.org/property/marHighC,Mar high C
2003,http://dbpedia.org/property/marLowC,Mar low C
2004,http://dbpedia.org/property/marMeanC,Mar mean C
2005,http://dbpedia.org/property/marPrecipitationDays,Mar precipitation days
2006,http://dbpedia.org/property/marPrecipitationMm,Mar precipitation mm
2007,http://dbpedia.org/property/marRecordHighC,Mar record high C
2008,http://dbpedia.org/property/marRecordLowC,Mar record low C
2009,http://dbpedia.org/property/mayHighC,May high C
2010,http://dbpedia.org/property/mayLowC,May low C
2011,http://dbpedia.org/property/mayMeanC,May mean C
2012,http://dbpedia.org/property/mayPrecipitationDays,May precipitation days
2013,http://dbpedia.org/property/mayPrecipitationMm,May precipitation mm
2014,http://dbpedia.org/property/mayRecordHighC,May record high C
2015,http://dbpedia.org/property/mayRecordLowC,May record low C
2016,http://dbpedia.org/property/metricFirst,metric first
2017,http://dbpedia.org/property/novHighC,Nov high C
2018,http://dbpedia.org/property/novLowC,Nov low C
2019,http://dbpedia.org/property/novMeanC,Nov mean C
2020,http://dbpedia.org/property/novPrecipitationDays,Nov precipitation days
2021,http://dbpedia.org/property/novPrecipitationMm,Nov precipitation mm
2022,http://dbpedia.org/property/novRecordHighC,Nov record high C
2023,http://dbpedia.org/property/novRecordLowC,Nov record low C
2024,http://dbpedia.org/property/octHighC,Oct high C
2025,http://dbpedia.org/property/octLowC,Oct low C
2026,http://dbpedia.org/property/octMeanC,Oct mean C
2027,http://dbpedia.org/property/octPrecipitationDays,Oct precipitation days
2028,http://dbpedia.org/property/octPrecipitationMm,Oct precipitation mm
2029,http://dbpedia.org/property/octRecordHighC,Oct record high C
2030,http://dbpedia.org/property/octRecordLowC,Oct record low C
2031,http://dbpedia.org/property/partsStyle,parts style
2032,http://dbpedia.org/property/partsType,parts type
2033,http://dbpedia.org/property/populationDemonym,population demonym
2034,http://dbpedia.org/property/precipitationColour,precipitation colour
2035,http://dbpedia.org/property/pushpinLabelPosition,pushpin label position
2036,http://dbpedia.org/property/pushpinRelief,pushpin relief
2037,http://dbpedia.org/property/registrationPlate,registration plate
2038,http://dbpedia.org/property/sepHighC,Sep high C
2039,http://dbpedia.org/property/sepLowC,Sep low C
2040,http://dbpedia.org/property/sepMeanC,Sep mean C
2041,http://dbpedia.org/property/sepPrecipitationDays,Sep precipitation days
2042,http://dbpedia.org/property/sepPrecipitationMm,Sep precipitation mm
2043,http://dbpedia.org/property/sepRecordHighC,Sep record high C
2044,http://dbpedia.org/property/sepRecordLowC,Sep record low C
2045,http://dbpedia.org/property/singleLine,single line
2046,http://dbpedia.org/property/yearPrecipitationMm,year precipitation mm
2047,http://dbpedia.org/property/yearRecordHighC,year record high C
2048,http://dbpedia.org/property/yearRecordLowC,year record low C
2049,http://dbpedia.org/property/giPs,GI PS
2050,http://dbpedia.org/property/aprDewPointC,Apr dew point C
2051,http://dbpedia.org/property/aprHumidity,Apr humidity
2052,http://dbpedia.org/property/aprSnowMm,Apr snow mm
2053,http://dbpedia.org/property/aprSun,Apr sun
2054,http://dbpedia.org/property/aprUv,Apr uv
2055,http://dbpedia.org/property/areaUrbanKm,area urban km
2056,http://dbpedia.org/property/augDewPointC,Aug dew point C
2057,http://dbpedia.org/property/augHumidity,Aug humidity
2058,http://dbpedia.org/property/augSnowMm,Aug snow mm
2059,http://dbpedia.org/property/augSun,Aug sun
2060,http://dbpedia.org/property/augUv,Aug uv
2061,http://dbpedia.org/property/blank2Info,blank2 info
2062,http://dbpedia.org/property/blank2Name,blank2 name
2063,http://dbpedia.org/property/blank3Info,blank3 info
2064,http://dbpedia.org/property/blank3Name,blank3 name
2065,http://dbpedia.org/property/blankEmblemType,blank emblem type
2066,http://dbpedia.org/property/bufferZone,Buffer zone
2067,http://dbpedia.org/property/decDewPointC,Dec dew point C
2068,http://dbpedia.org/property/decHumidity,Dec humidity
2069,http://dbpedia.org/property/decSnowMm,Dec snow mm
2070,http://dbpedia.org/property/decSun,Dec sun
2071,http://dbpedia.org/property/decUv,Dec uv
2072,http://dbpedia.org/property/destructX,Destruct X
2073,http://dbpedia.org/property/egmX,EGM X
2074,http://dbpedia.org/property/elevationMaxM,elevation max m
2075,http://dbpedia.org/property/elevationMinM,elevation min m
2076,http://dbpedia.org/property/febDewPointC,Feb dew point C
2077,http://dbpedia.org/property/febHumidity,Feb humidity
2078,http://dbpedia.org/property/febSnowMm,Feb snow mm
2079,http://dbpedia.org/property/febSun,Feb sun
2080,http://dbpedia.org/property/febUv,Feb uv
2081,http://dbpedia.org/property/flagLink,flag link
2082,http://dbpedia.org/property/imageBlankEmblem,image blank emblem
2083,http://dbpedia.org/property/includes,includes
2084,http://dbpedia.org/property/janDewPointC,Jan dew point C
2085,http://dbpedia.org/property/janHumidity,Jan humidity
2086,http://dbpedia.org/property/janSnowMm,Jan snow mm
2087,http://dbpedia.org/property/janSun,Jan sun
2088,http://dbpedia.org/property/janUv,Jan uv
2089,http://dbpedia.org/property/julDewPointC,Jul dew point C
2090,http://dbpedia.org/property/julHumidity,Jul humidity
2091,http://dbpedia.org/property/julSnowMm,Jul snow mm
2092,http://dbpedia.org/property/julSun,Jul sun
2093,http://dbpedia.org/property/julUv,Jul uv
2094,http://dbpedia.org/property/junDewPointC,Jun dew point C
2095,http://dbpedia.org/property/junHumidity,Jun humidity
2096,http://dbpedia.org/property/junSnowMm,Jun snow mm
2097,http://dbpedia.org/property/junSun,Jun sun
2098,http://dbpedia.org/property/junUv,Jun uv
2099,http://dbpedia.org/property/marDewPointC,Mar dew point C
2100,http://dbpedia.org/property/marHumidity,Mar humidity
2101,http://dbpedia.org/property/marSnowMm,Mar snow mm
2102,http://dbpedia.org/property/marSun,Mar sun
2103,http://dbpedia.org/property/marUv,Mar uv
2104,http://dbpedia.org/property/mayDewPointC,May dew point C
2105,http://dbpedia.org/property/mayHumidity,May humidity
2106,http://dbpedia.org/property/maySnowMm,May snow mm
2107,http://dbpedia.org/property/maySun,May sun
2108,http://dbpedia.org/property/mayUv,May uv
2109,http://dbpedia.org/property/novDewPointC,Nov dew point C
2110,http://dbpedia.org/property/novHumidity,Nov humidity
2111,http://dbpedia.org/property/novSnowMm,Nov snow mm
2112,http://dbpedia.org/property/novSun,Nov sun
2113,http://dbpedia.org/property/novUv,Nov uv
2114,http://dbpedia.org/property/octDewPointC,Oct dew point C
2115,http://dbpedia.org/property/octHumidity,Oct humidity
2116,http://dbpedia.org/property/octSnowMm,Oct snow mm
2117,http://dbpedia.org/property/octSun,Oct sun
2118,http://dbpedia.org/property/octUv,Oct uv
2119,http://dbpedia.org/property/polyX,Poly X
2120,http://dbpedia.org/property/populationMetro,population metro
2121,http://dbpedia.org/property/populationNote,population note
2122,http://dbpedia.org/property/psmPs,PSM PS
2123,http://dbpedia.org/ontology/areaUrban,area urban (m2)
2124,http://dbpedia.org/ontology/populationMetro,population metro
2125,http://dbpedia.org/ontology/PopulatedPlace/areaUrban,area urban (km2)
2126,http://dbpedia.org/ontology/demonym,demonym
2127,http://dbpedia.org/ontology/maximumElevation,maximum elevation (μ)
2128,http://dbpedia.org/ontology/minimumElevation,minimum elevation (μ)
2129,http://dbpedia.org/property/commonsSearch,commons-search
2130,http://dbpedia.org/property/injuries,injuries
2131,http://dbpedia.org/property/motive,motive
2132,http://dbpedia.org/property/nSearch,n-search
2133,http://dbpedia.org/property/perp,perp
2134,http://dbpedia.org/property/target,target
2135,http://dbpedia.org/property/weapons,weapons
2136,http://dbpedia.org/property/dSearch,d-search
2137,http://dbpedia.org/property/imagePx,image px
2138,http://dbpedia.org/property/xone,XONE
2139,http://dbpedia.org/property/scheduledKm,Scheduled km
2140,http://dbpedia.org/property/scheduledLaps,Scheduled laps
2141,http://dbpedia.org/property/scheduledMi,Scheduled mi
2142,http://dbpedia.org/property/inj,inj
2143,http://dbpedia.org/property/avg,Avg
2144,http://dbpedia.org/property/poleTime,Pole time
2145,http://dbpedia.org/property/announcers,announcers
2146,http://dbpedia.org/property/gamezonePc,GameZone PC
2147,http://dbpedia.org/property/courseKm,Course km
2148,http://dbpedia.org/property/courseMi,Course mi
2149,http://dbpedia.org/property/distanceKm,Distance km
2150,http://dbpedia.org/property/distanceLaps,Distance laps
2151,http://dbpedia.org/property/distanceMi,Distance mi
2152,http://dbpedia.org/property/firstDriver,First Driver
2153,http://dbpedia.org/property/firstTeam,first team
2154,http://dbpedia.org/property/poleDriver,Pole driver
2155,http://dbpedia.org/property/poleTeam,Pole team
2156,http://dbpedia.org/property/radio,radio
2157,http://dbpedia.org/property/nextRace,Next race
2158,http://dbpedia.org/property/previousRace,Previous race
2159,http://dbpedia.org/property/raceName,race name
2160,http://dbpedia.org/property/car,car
2161,http://dbpedia.org/property/mostDriver,Most Driver
2162,http://dbpedia.org/property/mostLaps,Most laps
2163,http://dbpedia.org/property/mostTeam,Most Team
2164,http://dbpedia.org/property/gspotXone,GSpot XONE
2165,http://dbpedia.org/property/ignXone,IGN XONE
2166,http://dbpedia.org/property/mcXone,MC XONE
2167,http://dbpedia.org/property/monsteryear,Monsteryear
2168,http://dbpedia.org/property/oxmXone,OXM XONE
2169,http://dbpedia.org/property/pcgusPc,PCGUS PC
2170,http://dbpedia.org/property/rev1Pc,rev1 PC
2171,http://dbpedia.org/property/rev1X,rev1 X
2172,http://dbpedia.org/property/rev1Xone,rev1 XONE
2173,http://dbpedia.org/property/totalShipsActive,Total ships active
2174,http://dbpedia.org/property/totalShipsConverted,Total ships converted
2175,http://dbpedia.org/property/classAfter,Class after
2176,http://dbpedia.org/property/classBefore,Class before
